# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 14 16:34:50 2026
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,sy_dist,sy_disterr1,sy_disterr2,releasedate
K2-128 b,K2-128,1,Transit,2017,K2,0,1.42000000,0.16000000,-0.13000000,0,114.63700000,0.93000000,-0.91500000,2017-10-05
K2-129 b,K2-129,1,Transit,2017,K2,0,1.04000000,0.10000000,-0.09000000,0,27.79570000,0.07460000,-0.07420000,2017-10-05
K2-13 b,K2-13,1,Transit,2015,K2,0,1.89000000,0.95000000,-0.95000000,0,342.39400000,4.43600000,-4.32600000,2015-07-16
K2-130 b,K2-130,1,Transit,2017,K2,0,1.25000000,0.20000000,-0.14000000,0,118.01100000,0.51900000,-0.51400000,2017-10-05
K2-131 b,K2-131,1,Transit,2017,K2,0,1.69000000,0.08500000,-0.05800000,0,152.50900000,1.07900000,-1.06300000,2023-04-17
K2-132 b,K2-132,1,Transit,2017,K2,0,14.57170000,0.78463000,-0.78463000,0,609.81800000,17.94200000,-16.96200000,2017-10-19
K2-133 b,K2-133,1,Transit,2017,K2,0,1.34000000,0.07700000,-0.07600000,0,75.17030000,0.20120000,-0.20120000,2019-05-23
K2-133 c,K2-133,1,Transit,2017,K2,0,1.60300000,0.09000000,-0.08800000,0,75.17030000,0.20120000,-0.20120000,2019-05-23
K2-133 d,K2-133,1,Transit,2017,K2,0,2.00300000,0.10700000,-0.10700000,0,75.17030000,0.20120000,-0.20120000,2019-05-23
K2-133 e,K2-133,1,Transit,2019,K2,0,1.73000000,0.14000000,-0.13000000,0,75.17030000,0.20120000,-0.20120000,2019-05-23
K2-136 b,K2-136,1,Transit,2017,K2,0,1.01400000,0.05000000,-0.04900000,0,59.24740000,0.18770000,-0.18650000,2023-04-10
K2-136 c,K2-136,1,Transit,2017,K2,0,3.00000000,0.13000000,-0.13000000,0,59.24740000,0.18770000,-0.18650000,2023-04-10
K2-136 d,K2-136,1,Transit,2017,K2,0,1.56500000,0.07700000,-0.07600000,0,59.24740000,0.18770000,-0.18650000,2023-04-10
K2-137 b,K2-137,1,Transit,2017,K2,0,0.64000000,0.10000000,-0.10000000,0,98.87650000,0.61760000,-0.61010000,2022-03-28
K2-138 b,K2-138,1,Transit,2017,K2,0,1.51000000,0.11000000,-0.08400000,0,202.58500000,2.02800000,-1.98900000,2021-03-18
K2-138 c,K2-138,1,Transit,2017,K2,0,2.29900000,0.12000000,-0.08700000,0,202.58500000,2.02800000,-1.98900000,2021-03-18
K2-138 d,K2-138,1,Transit,2017,K2,0,2.39000000,0.10400000,-0.08400000,0,202.58500000,2.02800000,-1.98900000,2021-03-18
K2-138 e,K2-138,1,Transit,2017,K2,0,3.39000000,0.15600000,-0.11000000,0,202.58500000,2.02800000,-1.98900000,2021-03-18
K2-138 f,K2-138,1,Transit,2017,K2,0,2.90400000,0.16400000,-0.11100000,0,202.58500000,2.02800000,-1.98900000,2021-03-18
K2-138 g,K2-138,1,Transit,2021,K2,0,3.01300000,0.30300000,-0.25100000,0,202.58500000,2.02800000,-1.98900000,2021-03-18
K2-139 b,K2-139,1,Transit,2017,K2,0,9.11000000,0.17000000,-0.17000000,0,153.85600000,0.93200000,-0.92100000,2018-10-26
K2-14 b,K2-14,1,Transit,2015,K2,0,4.81000000,0.42000000,-0.42000000,0,364.04800000,8.09900000,-8.09900000,2015-07-16
K2-140 b,K2-140,1,Transit,2017,K2,0,13.56286665,1.00880826,-1.00880826,0,347.91700000,8.28700000,-7.91700000,2021-07-12
K2-141 b,K2-141,1,Transit,2018,K2,0,1.51000000,0.05000000,-0.05000000,0,61.87360000,0.16620000,-0.16540000,2023-04-17
K2-141 c,K2-141,1,Transit,2018,K2,0,7.00000000,4.60000000,-2.80000000,0,61.87360000,0.16620000,-0.16540000,2023-04-17
K2-146 b,K2-146,1,Transit,2018,K2,0,2.05000000,0.06000000,-0.06000000,0,79.30020000,0.47800000,-0.47230000,2019-08-15
K2-146 c,K2-146,1,Transit,2019,K2,0,2.19000000,0.07000000,-0.07000000,0,79.30020000,0.47800000,-0.47230000,2019-08-15
K2-147 b,K2-147,1,Transit,2018,K2,0,1.47286006,0.11096891,-0.09863903,0,90.54940000,0.27670000,-0.27500000,2024-11-20
K2-148 b,K2-148,1,Transit,2018,K2,0,1.33000000,0.19000000,-0.18000000,0,124.45800000,0.62600000,-0.61900000,2018-02-01
K2-148 c,K2-148,1,Transit,2018,K2,0,1.73000000,0.24000000,-0.21000000,0,124.45800000,0.62600000,-0.61900000,2018-02-01
K2-148 d,K2-148,1,Transit,2018,K2,0,1.64000000,0.24000000,-0.21000000,0,124.45800000,0.62600000,-0.61900000,2018-02-01
K2-149 b,K2-149,1,Transit,2018,K2,0,1.64000000,0.20000000,-0.18000000,0,123.67600000,0.54300000,-0.53900000,2018-02-01
K2-15 b,K2-15,1,Transit,2015,K2,0,2.48000000,0.30000000,-0.30000000,0,493.99200000,9.07650000,-9.07650000,2015-07-16
K2-150 b,K2-150,1,Transit,2018,K2,0,2.00000000,0.27000000,-0.21000000,0,102.48300000,0.80200000,-0.78900000,2018-02-01
K2-151 b,K2-151,1,Transit,2018,K2,0,1.49000000,0.08000000,-0.08000000,0,69.47980000,0.15240000,-0.15170000,2018-10-26
K2-152 b,K2-152,1,Transit,2018,K2,0,2.29000000,0.25000000,-0.24000000,0,108.44900000,0.41400000,-0.41100000,2022-03-28
K2-153 b,K2-153,1,Transit,2018,K2,0,2.00000000,0.21000000,-0.18000000,0,143.12500000,0.91500000,-0.90300000,2022-03-28
K2-154 b,K2-154,1,Transit,2018,K2,0,1.99000000,0.21000000,-0.11000000,0,129.35600000,0.44500000,-0.44500000,2022-03-28
K2-154 c,K2-154,1,Transit,2018,K2,0,2.07000000,0.18000000,-0.13000000,0,129.35600000,0.44500000,-0.44500000,2022-03-28
K2-155 b,K2-155,1,Transit,2018,K2,0,1.80000000,0.20000000,-0.10000000,0,72.79980000,0.28640000,-0.28410000,2018-04-26
K2-155 c,K2-155,1,Transit,2018,K2,0,2.60000000,0.70000000,-0.20000000,0,72.79980000,0.28640000,-0.28410000,2018-04-26
K2-155 d,K2-155,1,Transit,2018,K2,0,1.90000000,0.70000000,-0.20000000,0,72.79980000,0.28640000,-0.28410000,2018-04-26
K2-156 b,K2-156,1,Transit,2018,K2,0,1.10000000,0.09000000,-0.06000000,0,150.21000000,1.08500000,-1.06900000,2022-03-28
K2-157 b,K2-157,1,Transit,2018,K2,0,0.93500000,0.09000000,-0.09000000,0,298.37300000,4.59000000,-4.45500000,2025-05-13
K2-157 c,K2-157,1,Radial Velocity,2025,Paranal Observatory,0,,,,,298.37300000,4.59000000,-4.45500000,2025-05-13
K2-157 d,K2-157,1,Radial Velocity,2025,Paranal Observatory,0,,,,,298.37300000,4.59000000,-4.45500000,2025-05-13
K2-158 b,K2-158,1,Transit,2018,K2,0,2.64000000,0.16000000,-0.10000000,0,197.29900000,2.06100000,-2.02000000,2022-03-28
K2-158 c,K2-158,1,Transit,2018,K2,0,1.28000000,0.13000000,-0.10000000,0,197.29900000,2.06100000,-2.02000000,2022-03-28
K2-159 b,K2-159,1,Transit,2018,K2,0,2.26000000,0.17000000,-0.11000000,0,170.99800000,1.42400000,-1.40200000,2022-03-28
K2-16 b,K2-16,1,Transit,2015,K2,0,2.02000000,0.24000000,-0.24000000,0,334.96700000,4.17850000,-4.17850000,2016-07-07
K2-16 c,K2-16,1,Transit,2015,K2,0,2.54000000,1.12000000,-0.47000000,0,334.96700000,4.17850000,-4.17850000,2016-07-07
K2-160 b,K2-160,1,Transit,2018,K2,0,3.17824034,0.21418014,-0.14547330,0,315.36300000,4.51200000,-4.38900000,2018-02-15
K2-161 b,K2-161,1,Transit,2018,K2,0,6.11721229,1.63323815,-0.78261667,0,916.31900000,46.34100000,-46.34100000,2018-02-15
K2-162 b,K2-162,1,Transit,2018,K2,0,1.44000000,0.11000000,-0.07000000,0,124.43300000,0.61700000,-0.61000000,2022-06-08
K2-163 b,K2-163,1,Transit,2018,K2,0,2.46610713,0.25681072,-0.12408569,0,208.52900000,4.24800000,-4.08400000,2018-02-15
K2-164 b,K2-164,1,Transit,2018,K2,0,3.24925008,0.51526655,-0.41335659,0,375.67000000,7.71300000,-7.41400000,2018-02-15
K2-165 b,K2-165,1,Transit,2018,K2,0,1.27443657,0.14459836,-0.09720175,0,134.59100000,1.20000000,-1.17800000,2018-02-15
K2-165 c,K2-165,1,Transit,2018,K2,0,1.55409035,0.20925649,-0.11010438,0,134.59100000,1.20000000,-1.17800000,2018-02-15
K2-165 d,K2-165,1,Transit,2018,K2,0,2.64809498,0.25333143,-0.14795979,0,134.59100000,1.20000000,-1.17800000,2018-02-15
K2-166 b,K2-166,1,Transit,2018,K2,0,2.19000000,0.20000000,-0.19000000,0,476.88200000,9.69200000,-9.32100000,2022-03-28
K2-167 b,K2-167,1,Transit,2018,K2,0,2.36509493,0.21297063,-0.14571675,0,80.89940000,0.47310000,-0.46770000,2024-11-20
K2-168 b,K2-168,1,Transit,2018,K2,0,1.86000000,0.24000000,-0.11000000,0,243.93500000,4.23900000,-4.09900000,2019-08-15
K2-169 b,K2-169,1,Transit,2018,K2,0,1.27328671,0.10733117,-0.07695112,0,235.86700000,4.69800000,-4.52200000,2018-02-15
K2-17 b,K2-17,1,Transit,2015,K2,0,2.23000000,0.20000000,-0.20000000,0,125.10600000,0.66300000,-0.65700000,2015-07-16
K2-170 b,K2-170,1,Transit,2018,K2,0,1.41817537,0.20164964,-0.13107037,0,392.87200000,6.50200000,-6.29800000,2018-02-15
K2-170 c,K2-170,1,Transit,2018,K2,0,1.80176470,0.24523316,-0.15822636,0,392.87200000,6.50200000,-6.29800000,2018-02-15
K2-171 b,K2-171,1,Transit,2018,K2,0,2.68657205,0.40023833,-0.33153947,0,606.12800000,18.74700000,-17.67300000,2018-02-15
K2-172 b,K2-172,1,Transit,2018,K2,0,1.66608079,0.15959489,-0.09523043,0,249.74200000,2.94200000,-2.87600000,2018-02-15
K2-172 c,K2-172,1,Transit,2018,K2,0,3.20569097,0.18890159,-0.13911768,0,249.74200000,2.94200000,-2.87600000,2018-02-15
K2-173 b,K2-173,1,Transit,2018,K2,0,1.60826194,0.15968465,-0.10547102,0,228.64100000,1.95600000,-1.92300000,2018-02-15
K2-174 b,K2-174,1,Transit,2018,K2,0,2.60000000,0.10000000,-0.10000000,0,99.92930000,0.36070000,-0.35810000,2019-01-31
K2-175 b,K2-175,1,Transit,2018,K2,0,2.03803688,0.35536293,-0.27066826,0,247.26600000,2.80500000,-2.74400000,2018-02-15
K2-176 b,K2-176,1,Transit,2018,K2,0,1.49090097,0.12341971,-0.09253438,0,247.30200000,3.67600000,-3.57200000,2018-02-15
K2-177 b,K2-177,1,Transit,2018,K2,0,2.11620480,0.28262597,-0.15917785,0,492.16700000,12.88000000,-12.25000000,2018-02-15
K2-178 b,K2-178,1,Transit,2018,K2,0,3.55790985,0.20414388,-0.13806599,0,214.75300000,1.83800000,-1.80800000,2018-02-15
K2-179 b,K2-179,1,Transit,2018,K2,0,2.51267885,0.16431084,-0.12074766,0,190.81000000,2.12600000,-2.08000000,2018-02-15
K2-18 b,K2-18,1,Transit,2015,K2,0,2.37000000,0.22000000,-0.22000000,0,38.02660000,0.07955000,-0.07955000,2019-03-21
K2-180 b,K2-180,1,Transit,2018,K2,0,2.46597575,0.10984801,-0.09639723,0,203.89600000,1.74200000,-1.71200000,2024-11-20
K2-181 b,K2-181,1,Transit,2018,K2,0,2.69000000,0.21000000,-0.09000000,0,360.91100000,5.35100000,-5.20100000,2025-09-17
K2-182 b,K2-182,1,Transit,2018,K2,0,2.71257333,0.11096891,-0.09079274,0,154.83000000,1.25600000,-1.23600000,2024-11-20
K2-183 b,K2-183,1,Transit,2018,K2,0,1.10000000,0.10000000,-0.08000000,0,329.04100000,4.29300000,-4.18500000,2022-03-28
K2-183 c,K2-183,1,Transit,2018,K2,0,2.30000000,0.20000000,-0.10000000,0,329.04100000,4.29300000,-4.18500000,2022-03-28
K2-183 d,K2-183,1,Transit,2018,K2,0,2.30000000,0.20000000,-0.20000000,0,329.04100000,4.29300000,-4.18500000,2022-03-28
K2-184 b,K2-184,1,Transit,2018,K2,0,1.47000000,0.11000000,-0.05000000,0,75.58570000,0.33460000,-0.33180000,2021-09-20
K2-185 b,K2-185,1,Transit,2018,K2,0,1.15000000,0.07000000,-0.07000000,0,268.35700000,3.29800000,-3.22000000,2021-08-30
K2-185 c,K2-185,1,Transit,2018,K2,0,2.39000000,0.09000000,-0.09000000,0,268.35700000,3.29800000,-3.22000000,2021-08-23
K2-186 b,K2-186,1,Transit,2018,K2,0,3.17207779,0.26358217,-0.16288190,0,330.73900000,5.44400000,-5.27400000,2018-02-15
K2-187 b,K2-187,1,Transit,2018,K2,0,1.20000000,0.20000000,-0.20000000,0,330.91600000,5.72700000,-5.53900000,2022-03-28
K2-187 c,K2-187,1,Transit,2018,K2,0,1.40000000,0.20000000,-0.20000000,0,330.91600000,5.72700000,-5.53900000,2022-03-28
K2-187 d,K2-187,1,Transit,2018,K2,0,2.40000000,0.30000000,-0.30000000,0,330.91600000,5.72700000,-5.53900000,2022-03-28
K2-187 e,K2-187,1,Transit,2018,K2,0,1.90000000,0.30000000,-0.30000000,0,330.91600000,5.72700000,-5.53900000,2022-03-28
K2-188 b,K2-188,1,Transit,2018,K2,0,1.35000000,0.11000000,-0.11000000,0,446.82100000,8.70700000,-8.38500000,2018-10-26
K2-188 c,K2-188,1,Transit,2018,K2,0,2.83000000,0.15000000,-0.15000000,0,446.82100000,8.70700000,-8.38500000,2018-10-26
K2-189 b,K2-189,1,Transit,2018,K2,0,1.40300000,0.07900000,-0.04300000,0,242.11300000,1.94000000,-1.91000000,2025-09-17
K2-189 c,K2-189,1,Transit,2018,K2,0,2.31000000,0.14000000,-0.05000000,0,242.11300000,1.94000000,-1.91000000,2025-09-17
K2-19 b,K2-19,1,Transit,2015,K2,0,7.00000000,0.20000000,-0.20000000,0,289.82700000,5.68000000,-5.46900000,2022-01-31
K2-19 c,K2-19,1,Transit,2015,K2,0,4.10000000,0.20000000,-0.20000000,0,289.82700000,5.68000000,-5.46900000,2022-01-31
K2-19 d,K2-19,1,Transit,2016,K2,0,1.11000000,0.05000000,-0.05000000,0,289.82700000,5.68000000,-5.46900000,2022-01-31
K2-190 b,K2-190,1,Transit,2018,K2,0,1.35673729,0.17627893,-0.10181450,0,160.67900000,1.15000000,-1.13500000,2018-02-15
K2-190 c,K2-190,1,Transit,2018,K2,0,1.09308317,0.15187251,-0.09223049,0,160.67900000,1.15000000,-1.13500000,2018-02-15
K2-191 b,K2-191,1,Transit,2018,K2,0,1.57889322,0.26523273,-0.13201754,0,287.18800000,2.38700000,-2.34800000,2018-02-15
K2-192 b,K2-192,1,Transit,2018,K2,0,1.52000000,0.13000000,-0.13000000,0,221.75300000,1.81800000,-1.78800000,2018-10-26
K2-193 b,K2-193,1,Transit,2018,K2,0,3.95000000,0.12000000,-0.12000000,0,411.92300000,3.64600000,-3.58300000,2018-10-26
K2-194 b,K2-194,1,Transit,2018,K2,0,3.64229858,0.61766974,-0.50000005,0,629.51000000,18.60400000,-17.58400000,2018-02-15
K2-195 b,K2-195,1,Transit,2018,K2,0,3.13000000,0.12000000,-0.12000000,0,315.01400000,4.20400000,-4.09600000,2018-10-26
K2-195 c,K2-195,1,Transit,2018,K2,0,2.57581891,0.27157754,-0.14909276,0,315.01400000,4.20400000,-4.09600000,2018-02-15
K2-196 b,K2-196,1,Transit,2018,K2,0,3.59970536,0.60292183,-0.50268801,0,584.87700000,22.59700000,-21.00300000,2018-02-15
K2-197 b,K2-197,1,Transit,2018,K2,0,2.56000000,0.16000000,-0.16000000,0,247.63700000,2.39300000,-2.34900000,2018-10-26
K2-198 b,K2-198,1,Transit,2018,K2,0,4.18900000,0.22800000,-0.09800000,0,110.56700000,0.87400000,-0.86000000,2019-08-15
K2-198 c,K2-198,1,Transit,2019,K2,0,1.42300000,0.08100000,-0.03600000,0,110.56700000,0.87400000,-0.86000000,2019-08-15
K2-198 d,K2-198,1,Transit,2019,K2,0,2.43800000,0.13000000,-0.05600000,0,110.56700000,0.87400000,-0.86000000,2019-08-15
K2-199 b,K2-199,1,Transit,2018,K2,0,1.73000000,0.05000000,-0.04000000,0,107.51800000,0.60200000,-0.59600000,2022-03-28
K2-199 c,K2-199,1,Transit,2018,K2,0,2.85000000,0.10000000,-0.09000000,0,107.51800000,0.60200000,-0.59600000,2022-03-28
K2-200 b,K2-200,1,Transit,2018,K2,0,1.36439870,0.14347100,-0.10540256,0,184.13100000,1.87500000,-1.83900000,2018-02-15
K2-201 b,K2-201,1,Transit,2018,K2,0,1.40006712,0.13501309,-0.07749730,0,197.93200000,1.67500000,-1.64700000,2018-02-15
K2-201 c,K2-201,1,Transit,2018,K2,0,3.28568401,0.39804812,-0.18385433,0,197.93200000,1.67500000,-1.64700000,2018-02-15
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,1,Microlensing,2023,K2,0,,,,,5200.00000000,240.00000000,-240.00000000,2023-05-03
K2-202 b,K2-202,1,Transit,2018,K2,0,2.30165603,0.18443149,-0.12920215,0,300.39700000,2.65100000,-2.60600000,2018-02-15
K2-203 b,K2-203,1,Transit,2018,K2,0,1.26549392,0.10200172,-0.07958376,0,166.14700000,1.57200000,-1.54300000,2024-11-20
K2-204 b,K2-204,1,Transit,2018,K2,0,3.17214154,0.17934369,-0.15692573,0,577.23500000,17.82300000,-16.80500000,2024-11-20
K2-205 b,K2-205,1,Transit,2018,K2,0,1.99552771,0.26954694,-0.23149515,0,405.30100000,9.16200000,-8.77300000,2018-02-15
K2-206 b,K2-206,1,Transit,2018,K2,0,2.79522879,0.22325706,-0.15450847,0,244.44300000,3.11400000,-3.03900000,2018-02-15
K2-207 b,K2-207,1,Transit,2018,K2,0,2.60585269,0.36979751,-0.20931396,0,363.06400000,5.62600000,-5.46000000,2018-02-15
K2-208 b,K2-208,1,Transit,2018,K2,0,1.67462172,0.12329879,-0.09191364,0,256.88700000,3.22100000,-3.14400000,2024-11-20
K2-209 b,K2-209,1,Transit,2018,K2,0,0.86850263,0.10481089,-0.06222638,0,76.49860000,0.30540000,-0.30310000,2018-02-15
K2-21 b,K2-21,1,Transit,2015,K2,0,1.84000000,0.10000000,-0.10000000,0,83.64480000,0.26650000,-0.26490000,2017-10-26
K2-21 c,K2-21,1,Transit,2015,K2,0,2.49000000,0.17000000,-0.19000000,0,83.64480000,0.26650000,-0.26490000,2017-10-26
K2-210 b,K2-210,1,Transit,2018,K2,0,0.86000000,0.20000000,-0.20000000,0,176.51000000,1.85800000,-1.81900000,2022-03-28
K2-211 b,K2-211,1,Transit,2018,K2,0,1.33162691,0.08743005,-0.07173748,0,272.29700000,4.17900000,-4.05700000,2024-11-20
K2-212 b,K2-212,1,Transit,2018,K2,0,2.65000000,0.20000000,-0.18000000,0,109.21800000,0.93100000,-0.91600000,2022-08-23
K2-213 b,K2-213,1,Transit,2018,K2,0,1.51398464,0.29814572,-0.20976135,0,389.70200000,6.94000000,-6.70400000,2018-02-15
K2-214 b,K2-214,1,Transit,2018,K2,0,2.51000000,0.14000000,-0.07000000,0,300.64000000,4.18600000,-4.07500000,2025-09-17
K2-215 b,K2-215,1,Transit,2018,K2,0,2.12381238,0.25911151,-0.15791736,0,403.96400000,6.43400000,-6.24000000,2018-02-15
K2-216 b,K2-216,1,Transit,2018,K2,0,1.75000000,0.17000000,-0.10000000,0,115.46100000,0.71000000,-0.70100000,2018-11-01
K2-217 b,K2-217,1,Transit,2018,K2,0,3.57854073,0.69817052,-0.48514712,0,381.87800000,7.64900000,-7.36000000,2018-02-15
K2-218 b,K2-218,1,Transit,2018,K2,0,2.56948149,0.27525709,-0.15204146,0,394.08300000,10.01700000,-9.54100000,2018-02-15
K2-219 b,K2-219,1,Transit,2018,K2,0,1.34762583,0.20196772,-0.18106070,0,325.40000000,4.84200000,-4.70500000,2018-02-15
K2-219 c,K2-219,1,Transit,2018,K2,0,1.43839723,0.21399624,-0.19150365,0,325.40000000,4.84200000,-4.70500000,2018-02-15
K2-219 d,K2-219,1,Transit,2018,K2,0,2.57634456,0.35702762,-0.32309240,0,325.40000000,4.84200000,-4.70500000,2018-02-15
K2-22 b,K2-22,1,Transit,2015,K2,0,2.30000000,0.10000000,-0.10000000,0,243.83600000,2.79750000,-2.79750000,2022-03-28
K2-220 b,K2-220,1,Transit,2018,K2,0,2.37000000,0.14000000,-0.07000000,0,233.51400000,2.75700000,-2.69500000,2025-09-17
K2-221 b,K2-221,1,Transit,2018,K2,0,1.67890272,0.16686160,-0.09566216,0,318.81000000,6.76300000,-6.49300000,2018-02-15
K2-222 b,K2-222,1,Transit,2018,K2,0,2.35000000,0.08000000,-0.07000000,0,101.32100000,0.63200000,-0.62500000,2023-04-17
K2-223 b,K2-223,1,Transit,2018,K2,0,0.89000000,0.10000000,-0.09000000,0,198.60400000,2.56700000,-2.50300000,2022-03-28
K2-223 c,K2-223,1,Transit,2018,K2,0,1.50000000,0.10000000,-0.10000000,0,198.60400000,2.56700000,-2.50300000,2022-03-28
K2-224 b,K2-224,1,Transit,2018,K2,0,1.56000000,0.16000000,-0.14000000,0,275.25500000,2.93500000,-2.87400000,2022-06-08
K2-224 c,K2-224,1,Transit,2018,K2,0,2.41000000,0.16000000,-0.12000000,0,275.25500000,2.93500000,-2.87400000,2022-06-08
K2-225 b,K2-225,1,Transit,2018,K2,0,3.60929179,0.28022452,-0.22417961,0,357.77800000,5.89600000,-5.71100000,2024-11-20
K2-226 b,K2-226,1,Transit,2018,K2,0,1.53899305,0.10312262,-0.08630915,0,211.26500000,3.37900000,-3.27500000,2024-11-20
K2-227 b,K2-227,1,Transit,2018,K2,0,1.66551298,1.22117412,-0.17927703,0,187.23400000,2.05600000,-2.01300000,2018-02-15
K2-228 b,K2-228,1,Transit,2018,K2,0,1.21000000,0.10000000,-0.06000000,0,129.46000000,4.09100000,-3.85200000,2022-06-08
K2-229 b,K2-229,1,Transit,2018,K2,0,1.00000000,0.02000000,-0.02000000,0,102.56400000,1.09300000,-1.07000000,2022-03-28
K2-229 c,K2-229,1,Transit,2018,K2,0,2.03000000,0.12000000,-0.06000000,0,102.56400000,1.09300000,-1.07000000,2022-06-08
K2-230 b,K2-230,1,Transit,2018,K2,0,1.96000000,0.18000000,-0.16000000,0,540.77300000,14.32100000,-13.61300000,2022-03-28
K2-231 b,K2-231,1,Transit,2018,K2,0,2.50000000,0.20000000,-0.20000000,0,321.21500000,4.19800000,-4.09300000,2018-04-05
K2-232 b,K2-232,1,Transit,2018,K2,0,11.20900000,0.24659800,-0.22418000,0,130.72000000,0.76800000,-0.75900000,2018-04-05
K2-233 b,K2-233,1,Transit,2018,K2,0,1.31500000,0.03600000,-0.03600000,0,67.50620000,0.27990000,-0.27750000,2025-08-28
K2-233 c,K2-233,1,Transit,2018,K2,0,1.27200000,0.03800000,-0.03800000,0,67.50620000,0.27990000,-0.27750000,2025-08-28
K2-233 d,K2-233,1,Transit,2018,K2,0,2.36300000,0.06200000,-0.06200000,0,67.50620000,0.27990000,-0.27750000,2025-08-28
K2-237 b,K2-237,1,Transit,2018,K2,0,16.06246934,0.62770292,-0.54924005,0,314.99500000,7.22100000,-6.91000000,2024-11-20
K2-238 b,K2-238,1,Transit,2018,K2,0,14.57170000,1.68135000,-1.56926000,0,537.96300000,,,2018-06-21
K2-239 b,K2-239,1,Transit,2018,K2,0,1.10000000,0.10000000,-0.10000000,0,31.08490000,0.08310000,-0.08260000,2018-06-21
K2-239 c,K2-239,1,Transit,2018,K2,0,1.00000000,0.10000000,-0.10000000,0,31.08490000,0.08310000,-0.08260000,2018-06-21
K2-239 d,K2-239,1,Transit,2018,K2,0,1.10000000,0.10000000,-0.10000000,0,31.08490000,0.08310000,-0.08260000,2018-06-21
K2-24 b,K2-24,1,Transit,2016,K2,0,5.40000000,0.20000000,-0.20000000,0,170.56200000,1.36000000,-1.33800000,2018-12-13
K2-24 c,K2-24,1,Transit,2016,K2,0,7.50000000,0.30000000,-0.30000000,0,170.56200000,1.36000000,-1.33800000,2018-12-13
K2-240 b,K2-240,1,Transit,2018,K2,0,2.00000000,0.20000000,-0.10000000,0,72.91050000,0.52255000,-0.52255000,2018-06-21
K2-240 c,K2-240,1,Transit,2018,K2,0,1.80000000,0.30000000,-0.10000000,0,72.91050000,0.52255000,-0.52255000,2018-06-21
K2-241 b,K2-241,1,Transit,2018,K2,0,2.55000000,0.18000000,-0.10000000,0,149.46400000,1.09400000,-1.07800000,2022-03-28
K2-242 b,K2-242,1,Transit,2018,K2,0,2.54000000,0.21000000,-0.19000000,0,109.23700000,0.62500000,-0.61700000,2022-03-28
K2-243 b,K2-243,1,Transit,2018,K2,0,2.17000000,0.14000000,-0.12000000,0,266.86400000,3.51600000,-3.42800000,2022-03-28
K2-243 c,K2-243,1,Transit,2018,K2,0,2.01000000,0.15000000,-0.13000000,0,266.86400000,3.51600000,-3.42800000,2022-03-28
K2-244 b,K2-244,1,Transit,2018,K2,0,1.75000000,0.13000000,-0.10000000,0,212.90200000,2.42200000,-2.36900000,2022-03-28
K2-245 b,K2-245,1,Transit,2018,K2,0,4.34000000,0.19000000,-0.14000000,0,456.06400000,8.71300000,-8.39800000,2022-03-28
K2-246 b,K2-246,1,Transit,2018,K2,0,3.49000000,0.25000000,-0.21000000,0,703.61600000,26.48250000,-26.48250000,2022-03-28
K2-247 b,K2-247,1,Transit,2018,K2,0,2.12000000,0.19000000,-0.16000000,0,258.11300000,2.04900000,-2.01700000,2022-03-28
K2-247 c,K2-247,1,Transit,2018,K2,0,2.19000000,0.25000000,-0.23000000,0,258.11300000,2.04900000,-2.01700000,2022-03-28
K2-248 b,K2-248,1,Transit,2018,K2,0,2.57000000,0.20000000,-0.14000000,0,406.25400000,4.99100000,-4.87400000,2022-03-28
K2-249 b,K2-249,1,Transit,2018,K2,0,2.79000000,0.27000000,-0.22000000,0,521.71600000,16.91700000,-15.90300000,2022-03-28
K2-25 b,K2-25,1,Transit,2015,K2,0,3.44000000,0.12000000,-0.12000000,0,44.95650000,0.16640000,-0.16530000,2022-03-28
K2-250 b,K2-250,1,Transit,2018,K2,0,2.71257333,0.17934369,-0.13450777,0,414.70800000,6.35200000,-6.16600000,2024-11-20
K2-251 b,K2-251,1,Transit,2018,K2,0,2.35000000,0.26000000,-0.21000000,0,147.03000000,1.04200000,-1.02800000,2022-03-28
K2-252 b,K2-252,1,Transit,2018,K2,0,1.74000000,0.17000000,-0.12000000,0,228.83900000,2.08300000,-2.04700000,2022-03-28
K2-253 b,K2-253,1,Transit,2018,K2,0,12.67000000,0.69000000,-0.61000000,0,876.56500000,28.77900000,-27.03700000,2022-03-28
